file_path,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
E:/distressdetection/dataset\Actor_13\03-01-01-01-01-01-13.wav,-752.0955,74.34215,7.89519,9.511388,5.648328,12.030303,-0.7333286,1.5818408,-1.0220777,-2.0227282,-2.5054338,-0.13211894,2.646599,0
E:/distressdetection/dataset\Actor_13\03-01-01-01-01-02-13.wav,-753.37396,75.758835,9.839034,10.68764,4.9769454,11.265549,0.8313401,1.8299725,-2.2822616,-1.5628347,-2.237413,1.6300111,2.249972,0
E:/distressdetection/dataset\Actor_13\03-01-01-01-02-01-13.wav,-746.4887,71.78011,5.5644608,10.422284,4.2007465,12.986828,1.4725289,1.646214,-3.1401422,-4.0793667,-2.338433,0.9254926,3.735377,0
E:/distressdetection/dataset\Actor_13\03-01-01-01-02-02-13.wav,-735.38324,72.62126,-1.1814308,11.689086,4.2535324,10.882351,0.4463084,1.0610937,-2.5453866,-3.8680258,-4.9072804,1.5997665,3.6446865,0
E:/distressdetection/dataset\Actor_13\03-01-02-01-01-01-13.wav,-767.8199,96.30624,12.284285,16.002476,9.135193,16.56061,1.7922678,3.5189059,-2.2662632,-3.4389617,-1.2352518,0.4388022,2.257174,0
E:/distressdetection/dataset\Actor_13\03-01-02-01-01-02-13.wav,-760.3465,86.168915,7.410422,12.323776,6.122831,14.394656,0.4510841,3.6656313,-1.8169689,-1.5772223,-1.5607998,-1.2766181,1.7647882,0
E:/distressdetection/dataset\Actor_13\03-01-02-01-02-01-13.wav,-752.08795,78.91528,13.15616,18.344519,5.4620156,15.542674,1.9799577,4.8321347,-0.5287152,-4.004568,-0.9851118,1.6448697,2.6409879,0
E:/distressdetection/dataset\Actor_13\03-01-02-01-02-02-13.wav,-759.9447,78.95212,7.1195893,17.171106,4.7005525,13.386535,0.359304,3.7373445,-1.5954285,-5.8373356,-1.4178733,1.284066,1.8976715,0
E:/distressdetection/dataset\Actor_13\03-01-02-02-01-01-13.wav,-770.6481,83.21256,8.639112,15.078211,6.1445203,16.419651,1.7734706,3.0853937,-1.919617,-3.962749,-2.1386962,1.9791359,3.8945553,0
E:/distressdetection/dataset\Actor_13\03-01-02-02-01-02-13.wav,-742.7421,83.3902,6.9014773,9.379109,4.036463,14.052818,2.2575104,1.9008485,-0.39025575,-4.2757277,-3.1351132,-0.6040738,3.8877325,0
E:/distressdetection/dataset\Actor_13\03-01-02-02-02-01-13.wav,-740.4508,75.06194,3.7541642,12.875745,6.78359,12.704029,0.9735839,3.1306753,-0.76657104,-7.003851,-2.4702067,1.1869296,4.016994,0
E:/distressdetection/dataset\Actor_13\03-01-02-02-02-02-13.wav,-750.76086,78.874565,4.1671224,10.915863,6.2486687,11.752572,-0.6174998,3.0485198,0.3248395,-5.944829,-2.9517376,0.97630614,2.4329383,0
E:/distressdetection/dataset\Actor_13\03-01-03-01-01-01-13.wav,-694.52014,76.6706,-1.8159063,7.7751255,4.8428655,12.204663,-1.8201214,0.29096624,-2.7119224,-4.325731,-4.1571617,0.6116436,3.828372,0
E:/distressdetection/dataset\Actor_13\03-01-03-01-01-02-13.wav,-700.17847,78.88419,-1.351495,9.293473,3.723179,12.917513,-0.24822988,-0.7911817,-2.0443597,-4.0487075,-5.0582747,-0.28085437,3.9386878,0
E:/distressdetection/dataset\Actor_13\03-01-03-01-02-01-13.wav,-693.6511,71.460754,-1.6341286,12.33967,2.698555,9.690232,1.474687,-0.36759436,-3.9417264,-4.491202,-5.0335474,-0.9266111,3.4871264,0
E:/distressdetection/dataset\Actor_13\03-01-03-01-02-02-13.wav,-668.4759,72.63825,-5.6275096,13.632459,0.5160395,9.710215,0.97564596,-1.1413745,-8.806963,-3.7782874,-5.4789286,-3.355305,3.8373172,0
E:/distressdetection/dataset\Actor_13\03-01-03-02-01-01-13.wav,-621.5084,75.61799,-5.325118,7.110155,6.2858176,12.78642,-0.62462074,-3.3136277,-5.631182,-1.916511,-5.7834215,0.5065891,3.0017104,0
E:/distressdetection/dataset\Actor_13\03-01-03-02-01-02-13.wav,-569.4323,76.60446,-7.5227566,11.827303,-4.339583,9.696519,-2.843865,-5.316527,-10.664307,-1.426863,-8.058596,-4.579632,0.7261338,0
E:/distressdetection/dataset\Actor_13\03-01-03-02-02-01-13.wav,-549.74023,55.989716,-12.765321,10.724632,-10.467363,2.3290834,-2.9252698,-5.717446,-12.104343,-2.9469554,-7.480254,-4.9365807,-0.5823393,0
E:/distressdetection/dataset\Actor_13\03-01-03-02-02-02-13.wav,-575.30145,61.173153,-11.60694,10.126663,-8.310213,2.0718944,-2.7033901,-4.8821335,-10.221015,-3.0330634,-6.500693,-4.5874634,-0.0765443,0
E:/distressdetection/dataset\Actor_13\03-01-04-01-01-01-13.wav,-749.798,85.68237,18.154589,20.902193,6.0137353,16.219364,1.4390079,5.1146383,-2.0210915,-0.49855775,0.57205975,1.3450214,3.3552494,0
E:/distressdetection/dataset\Actor_13\03-01-04-01-01-02-13.wav,-759.3959,86.951866,13.116575,19.226503,5.129732,16.907377,1.2714877,1.5714417,-6.140475,-1.61464,0.038569715,0.527018,2.2385457,0
E:/distressdetection/dataset\Actor_13\03-01-04-01-02-01-13.wav,-750.39105,80.87668,14.441536,15.772464,5.003344,15.426699,0.746029,2.757376,-4.042686,-0.6187484,0.13711652,-0.071326666,1.7220999,0
E:/distressdetection/dataset\Actor_13\03-01-04-01-02-02-13.wav,-741.58527,78.17808,12.876209,15.833035,3.14796,13.104959,-0.83752584,0.9124644,-5.8719473,-2.2271721,-1.6233879,-0.13193831,1.9364052,0
E:/distressdetection/dataset\Actor_13\03-01-04-02-01-01-13.wav,-700.75476,84.1646,4.55056,13.064027,6.9362707,13.315514,-1.3873934,0.029490706,-5.8086495,-1.8513117,-2.3814397,-1.3781347,1.6678314,0
E:/distressdetection/dataset\Actor_13\03-01-04-02-01-02-13.wav,-709.2355,74.459526,10.407193,16.993525,8.209037,12.707258,0.82146066,-0.29640839,-5.8415055,0.15233725,0.07325085,-1.440129,1.6031854,0
E:/distressdetection/dataset\Actor_13\03-01-04-02-02-01-13.wav,-714.13586,75.87796,16.055277,15.854089,2.0022964,13.926706,-0.50350165,3.19211,-3.3214447,-0.58082134,-2.1059637,-1.4665114,2.7013857,0
E:/distressdetection/dataset\Actor_13\03-01-04-02-02-02-13.wav,-756.87146,74.832565,17.293522,23.745298,8.652236,18.880537,1.4567176,6.5103035,-1.4267961,2.0040367,-0.055397313,0.32810676,1.5687251,0
E:/distressdetection/dataset\Actor_13\03-01-05-01-01-01-13.wav,-650.2244,74.1937,-1.7698956,11.045038,4.6238513,10.025935,-5.593804,2.2735739,-3.1318998,-2.3598351,-7.2273088,-0.9804281,0.09811831,1
E:/distressdetection/dataset\Actor_13\03-01-05-01-01-02-13.wav,-607.1767,69.64046,-5.5676093,10.788411,1.2558448,7.298412,-5.241711,0.31707478,-3.4492023,-3.6468234,-6.9375877,-1.0331411,0.44517526,1
E:/distressdetection/dataset\Actor_13\03-01-05-01-02-01-13.wav,-603.27124,68.39223,-4.1049185,10.763319,3.5729406,9.676021,-4.0988755,-0.94583064,-2.6815264,-5.0953298,-10.768066,-1.3166014,0.704793,1
E:/distressdetection/dataset\Actor_13\03-01-05-01-02-02-13.wav,-588.8746,64.093506,-6.401286,9.289889,2.385391,6.9573,-5.1069283,-1.7820326,-5.0046024,-6.4533944,-10.386215,-2.8425946,0.07917636,1
E:/distressdetection/dataset\Actor_13\03-01-05-02-01-01-13.wav,-380.1555,38.70965,-17.30552,5.56149,-8.182483,-2.1282651,-6.9008083,-4.99253,-6.5536337,-2.8991103,-6.890148,-3.1873758,-0.977976,1
E:/distressdetection/dataset\Actor_13\03-01-05-02-01-02-13.wav,-447.40405,54.817165,-7.3139224,11.059675,-0.63539165,6.5858603,-7.9865003,-2.892011,-1.621812,-0.093159966,-6.2682624,0.06056727,0.4052407,1
E:/distressdetection/dataset\Actor_13\03-01-05-02-02-01-13.wav,-429.9001,47.652134,-19.53129,7.663102,-11.761482,-0.25748658,-7.2614055,-4.602808,-8.127217,-3.098479,-9.516851,-3.4308105,-0.34163854,1
E:/distressdetection/dataset\Actor_13\03-01-05-02-02-02-13.wav,-357.3585,37.06396,-26.635603,6.291933,-19.237795,-7.0992,-9.533578,-5.3499146,-10.1311,-2.7288992,-8.067003,-4.6380243,-1.625093,1
E:/distressdetection/dataset\Actor_13\03-01-06-01-01-01-13.wav,-710.88824,69.339165,6.155699,13.708727,3.6817615,12.686827,-0.65917957,-0.515108,-3.6914964,1.6447071,-3.15601,1.1874636,1.2845808,1
E:/distressdetection/dataset\Actor_13\03-01-06-01-01-02-13.wav,-730.12964,65.057495,7.8500586,18.962786,4.6054425,14.304852,1.108378,3.5400734,-1.6698978,3.8268888,0.32838032,2.0433605,2.8524375,1
E:/distressdetection/dataset\Actor_13\03-01-06-01-02-01-13.wav,-657.45557,62.585724,4.2900333,14.0428095,2.3288658,12.417357,-1.7207268,0.6121462,-3.360545,0.5964896,-4.65357,-0.04478409,1.7535493,1
E:/distressdetection/dataset\Actor_13\03-01-06-01-02-02-13.wav,-663.2447,70.70001,4.6999946,15.1073,3.3509085,12.1759205,-0.19166525,1.5409607,-2.3881557,0.94805455,-4.529077,2.6210046,4.2626824,1
E:/distressdetection/dataset\Actor_13\03-01-06-02-01-01-13.wav,-699.7569,65.033104,5.286937,17.045431,1.4565864,11.822034,-1.4694477,1.756168,-3.2553997,2.2144582,-3.1294124,0.34866798,1.2783468,1
E:/distressdetection/dataset\Actor_13\03-01-06-02-01-02-13.wav,-519.4723,47.38946,-7.656304,8.520169,-4.010078,4.595386,-6.9368114,-4.25197,-7.740158,0.69180924,-5.232281,-3.9782739,-2.356901,1
E:/distressdetection/dataset\Actor_13\03-01-06-02-02-01-13.wav,-521.5936,51.229965,-4.092645,9.03071,-5.7011733,4.0974116,-6.890765,-4.142277,-5.661804,-1.796425,-7.949201,-3.2377098,-1.3457792,1
E:/distressdetection/dataset\Actor_13\03-01-06-02-02-02-13.wav,-678.6172,66.45694,4.128095,15.309054,3.832736,13.382062,-0.48011166,1.36004,-2.1894686,0.51714784,-4.59643,0.53531134,0.99539214,1
E:/distressdetection/dataset\Actor_13\03-01-07-01-01-01-13.wav,-761.21124,81.408676,6.931586,13.737689,7.4487157,13.584227,-1.057532,4.5994,-1.3511947,-1.9272089,-0.8355031,1.7631453,2.3660147,0
E:/distressdetection/dataset\Actor_13\03-01-07-01-01-02-13.wav,-767.14746,81.46546,6.0445333,15.021845,6.6779313,11.25488,-2.558422,5.570777,-2.9318419,-0.74988323,-0.7130759,2.4793057,3.0517542,0
E:/distressdetection/dataset\Actor_13\03-01-07-01-02-01-13.wav,-747.70435,78.05218,11.174167,16.198946,5.05314,15.694272,-0.8084099,4.662673,-3.343812,0.32008785,-0.43524995,2.3116355,2.6372087,0
E:/distressdetection/dataset\Actor_13\03-01-07-01-02-02-13.wav,-741.175,74.186714,8.91033,16.318424,2.4323592,10.946048,-2.7010202,2.0499718,-4.4867063,0.48973405,-1.8280804,-0.39348412,2.2872665,0
E:/distressdetection/dataset\Actor_13\03-01-07-02-01-01-13.wav,-667.6387,68.60933,5.389425,16.353907,2.4600549,11.60643,-4.552091,0.5852529,-3.9009871,0.96299803,-1.7491726,0.1370039,1.5447524,0
E:/distressdetection/dataset\Actor_13\03-01-07-02-01-02-13.wav,-654.8556,79.63393,6.2885857,13.829747,4.540806,10.025559,-3.636409,2.1551397,-6.6590767,-2.1361442,-3.1777709,0.18994965,1.0370355,0
E:/distressdetection/dataset\Actor_13\03-01-07-02-02-01-13.wav,-738.7881,74.97325,17.217335,15.897275,2.7305028,12.60502,-2.3651485,7.117254,-3.6039262,1.0636985,-2.6268518,1.0843678,0.8169104,0
E:/distressdetection/dataset\Actor_13\03-01-07-02-02-02-13.wav,-688.77496,77.54946,9.69202,11.790917,3.478482,9.3657,-2.9332025,2.4418435,-4.0233874,-0.53345174,-3.628405,-1.2990302,3.1380675,0
E:/distressdetection/dataset\Actor_13\03-01-08-01-01-01-13.wav,-639.1232,70.2596,-1.3261738,9.224055,-3.8641262,5.90789,-3.178916,-1.9167268,-9.713315,-2.580618,-4.271498,-2.4569116,0.047473144,0
E:/distressdetection/dataset\Actor_13\03-01-08-01-01-02-13.wav,-713.73895,68.78501,-0.54832536,10.700444,-4.327046,7.450561,0.094643906,-0.5640438,-4.190354,-2.5474665,-4.7426543,-3.0885785,3.6785553,0
E:/distressdetection/dataset\Actor_13\03-01-08-01-02-01-13.wav,-719.00867,72.45062,-0.12927474,14.170637,-1.4032512,7.1086473,-1.1772773,-0.68688744,-5.237882,-4.5115714,-3.8586545,-2.6345809,2.5027068,0
E:/distressdetection/dataset\Actor_13\03-01-08-01-02-02-13.wav,-711.252,65.0442,-3.0459237,13.515722,-1.6865683,5.7945175,-1.425392,-0.6571985,-5.25764,-3.9518485,-2.263127,-4.269534,1.5135167,0
E:/distressdetection/dataset\Actor_13\03-01-08-02-01-01-13.wav,-644.5278,64.56487,-4.526694,12.617377,-1.3395929,8.43286,-3.3381913,-2.1382334,-5.568493,-0.89533484,-3.653052,-1.8895156,1.4977043,0
E:/distressdetection/dataset\Actor_13\03-01-08-02-01-02-13.wav,-658.2409,64.98202,5.770968,12.6938925,2.819152,12.724113,0.7228221,1.1001557,-5.0317826,1.1176887,-1.6570041,-0.13961561,1.0730509,0
E:/distressdetection/dataset\Actor_13\03-01-08-02-02-01-13.wav,-606.3505,63.985786,0.5908769,11.471451,-2.9363256,10.05048,-1.5360197,-0.5114015,-7.296652,-1.3137808,-5.5626554,-0.49796876,-0.55537456,0
E:/distressdetection/dataset\Actor_13\03-01-08-02-02-02-13.wav,-596.48987,60.75254,1.0968419,10.348159,-2.365429,7.9867454,-2.027191,-0.11649022,-6.654691,-1.4068564,-6.2525344,-1.3481717,-2.1250374,0
E:/distressdetection/dataset\Actor_14\03-01-01-01-01-01-14.wav,-784.7431,52.277733,6.131366,14.390514,0.262269,2.738638,-11.140385,4.4234014,-8.787228,-1.9141564,-3.3079875,-2.1420605,-0.48702732,0
E:/distressdetection/dataset\Actor_14\03-01-01-01-01-02-14.wav,-777.7557,53.671146,5.614629,14.474957,1.1254704,3.667881,-8.997252,4.417482,-9.755705,-0.09157321,-1.8970698,-1.3845673,-0.7691221,0
E:/distressdetection/dataset\Actor_14\03-01-01-01-02-01-14.wav,-765.14105,51.844822,3.9125,12.692248,-1.3999422,3.8285527,-8.389103,4.507469,-12.085243,-0.79925096,-3.326051,-1.0671655,-2.4400752,0
E:/distressdetection/dataset\Actor_14\03-01-01-01-02-02-14.wav,-762.94727,56.769203,3.8833485,13.072183,-3.7232728,2.3344018,-9.853498,5.2469516,-12.928979,-0.8750419,-2.5755236,-3.1367457,-1.8810505,0
E:/distressdetection/dataset\Actor_14\03-01-02-01-01-01-14.wav,-741.97723,51.872158,1.3553998,11.463151,-2.5505354,1.9403535,-13.237915,-0.38334846,-10.5269785,-3.5549166,-3.6411884,-6.252504,-2.375358,0
E:/distressdetection/dataset\Actor_14\03-01-02-01-01-02-14.wav,-805.89764,50.434246,2.8658283,15.137083,-0.14874686,4.5723414,-10.1481285,3.43048,-9.754265,-1.1678056,-4.8118634,-5.5164776,-1.7368153,0
E:/distressdetection/dataset\Actor_14\03-01-02-01-02-01-14.wav,-744.2637,37.92167,0.38046035,15.578995,-4.476041,3.0739894,-10.679926,1.8628056,-12.48387,-2.1643887,-4.936507,-5.750819,-3.7500596,0
E:/distressdetection/dataset\Actor_14\03-01-02-01-02-02-14.wav,-754.68695,45.075043,1.157356,15.802201,-2.9266703,4.2478886,-12.0712385,3.771626,-12.300541,-3.986861,-3.6333816,-6.3439527,-3.1959202,0
E:/distressdetection/dataset\Actor_14\03-01-02-02-01-01-14.wav,-793.7185,47.604687,6.1680937,13.021605,-2.1996832,3.4003851,-9.262202,3.297968,-8.007885,-1.9330506,-2.4519749,-1.4003689,-1.010578,0
E:/distressdetection/dataset\Actor_14\03-01-02-02-01-02-14.wav,-799.4614,45.47828,0.8536544,15.637839,-2.2413638,5.7038136,-11.779102,2.3210192,-9.47676,-3.1025615,-4.251998,-6.326401,-1.6152791,0
E:/distressdetection/dataset\Actor_14\03-01-02-02-02-01-14.wav,-800.91986,50.396084,6.960777,13.710007,-5.116372,4.6018615,-7.781662,3.2723086,-11.155942,-1.7970512,-3.456107,-1.9591892,-1.1315457,0
E:/distressdetection/dataset\Actor_14\03-01-02-02-02-02-14.wav,-765.0505,49.012142,4.278963,15.899024,-4.6163177,3.953322,-11.840416,3.535985,-13.6812725,-0.9759809,-2.2391474,-5.4690223,-2.6864314,0
E:/distressdetection/dataset\Actor_14\03-01-03-01-01-01-14.wav,-562.2397,50.41874,-20.86877,7.4069037,0.5106363,-1.4212562,-18.802832,-0.26600984,-9.523643,-9.657219,0.5332359,-6.2613945,-8.192251,0
E:/distressdetection/dataset\Actor_14\03-01-03-01-01-02-14.wav,-571.9857,43.71309,-10.179641,2.1187007,-4.953745,0.6403619,-16.099394,-0.39015636,-9.182436,-6.3437233,-0.89346147,-4.9326863,-7.201542,0
E:/distressdetection/dataset\Actor_14\03-01-03-01-02-01-14.wav,-620.6532,42.990753,-11.990129,5.5105286,-2.5727477,0.6105317,-15.819781,-4.4312334,-15.529684,-5.6307044,-1.3911346,-8.037686,-6.2260437,0
E:/distressdetection/dataset\Actor_14\03-01-03-01-02-02-14.wav,-625.8718,39.718826,-8.870752,4.1161304,-4.180976,1.8583627,-16.037657,-1.159619,-12.393284,-7.520564,-3.7112527,-7.036233,-7.9700327,0
E:/distressdetection/dataset\Actor_14\03-01-03-02-01-01-14.wav,-480.1158,43.784584,-32.642303,-4.8113503,-7.5116796,-5.8416443,-22.375097,-3.3219812,-6.873304,-13.184855,-1.4204203,-3.0383654,-10.661269,0
E:/distressdetection/dataset\Actor_14\03-01-03-02-01-02-14.wav,-492.63434,44.09988,-32.15527,-2.199273,-6.5805826,-5.3015337,-20.51121,-0.9437049,-10.7751,-11.935283,0.9628795,-7.489643,-9.016652,0
E:/distressdetection/dataset\Actor_14\03-01-03-02-02-01-14.wav,-470.3906,35.887913,-37.332798,-8.035315,-6.3047915,-4.6507406,-24.319626,-4.206108,-11.0291,-14.685556,1.1383132,-5.269269,-9.587854,0
E:/distressdetection/dataset\Actor_14\03-01-03-02-02-02-14.wav,-486.71234,31.769545,-27.611523,-5.281473,-6.3019247,-2.2651062,-23.13441,-2.8721933,-10.737165,-14.252846,-2.6564615,-6.172504,-9.044862,0
E:/distressdetection/dataset\Actor_14\03-01-04-01-01-01-14.wav,-740.00055,59.858368,4.734866,19.31307,3.3547726,4.5176983,-10.249932,1.797056,-11.411062,-1.584962,-4.5000095,-4.4267273,-2.2304618,0
E:/distressdetection/dataset\Actor_14\03-01-04-01-01-02-14.wav,-724.65216,55.716625,4.6216826,12.570419,-2.3908503,2.9152904,-10.98298,2.046193,-11.857314,-1.3309907,-3.3324819,-6.052534,-3.7942739,0
E:/distressdetection/dataset\Actor_14\03-01-04-01-02-01-14.wav,-712.2363,48.604145,-0.8055232,17.317318,-1.0035467,3.3518784,-11.279218,3.2805364,-13.935434,-2.094264,-1.0699122,-3.7842464,-2.5010853,0
E:/distressdetection/dataset\Actor_14\03-01-04-01-02-02-14.wav,-702.1876,53.13882,4.2449684,18.424067,-1.1372042,5.611201,-9.737691,2.627494,-13.522017,-1.7688135,-2.0758326,-5.17866,-1.9135993,0
E:/distressdetection/dataset\Actor_14\03-01-04-02-01-01-14.wav,-656.0705,47.953396,-8.494379,9.619265,-4.34209,-1.3159221,-11.532947,-0.17502618,-14.9651575,-4.890008,-2.6845467,-4.111731,-2.6042223,0
E:/distressdetection/dataset\Actor_14\03-01-04-02-01-02-14.wav,-699.65625,58.715607,-9.147858,10.718531,-1.075136,0.94718754,-10.783718,-0.9351748,-11.653316,-5.556725,-2.4211805,-1.5437603,-3.500935,0
E:/distressdetection/dataset\Actor_14\03-01-04-02-02-01-14.wav,-643.95154,50.93908,-7.256976,6.9210095,-3.4186492,-3.5157206,-13.030897,-2.448693,-15.380572,-7.35546,-3.8848517,-5.632603,-5.6736293,0
E:/distressdetection/dataset\Actor_14\03-01-04-02-02-02-14.wav,-612.4762,52.518757,-16.488113,6.2435584,-1.9437561,-3.7030087,-20.615383,-1.3121786,-15.851131,-13.3435955,-1.6329154,-5.708754,-10.783425,0
E:/distressdetection/dataset\Actor_14\03-01-05-01-01-01-14.wav,-621.2703,45.318142,-9.525034,7.8127584,-5.353625,-2.3450813,-12.254922,2.1518393,-10.855036,-3.1249313,-3.1416044,-6.1917644,-4.744223,1
E:/distressdetection/dataset\Actor_14\03-01-05-01-01-02-14.wav,-605.04694,47.476833,-9.615088,6.7400136,-5.050027,-2.455464,-14.211086,3.2186139,-8.974826,-4.625892,-3.9941988,-3.1720207,-2.0450475,1
E:/distressdetection/dataset\Actor_14\03-01-05-01-02-01-14.wav,-576.3299,42.46231,-12.112496,7.068585,-3.7462244,-5.2669735,-16.452454,1.984102,-12.74079,-7.8647237,-4.742643,-5.888573,-4.2138906,1
E:/distressdetection/dataset\Actor_14\03-01-05-01-02-02-14.wav,-571.9035,41.11635,-11.14185,1.7524008,-8.361308,-5.094497,-17.753565,1.9025023,-14.487945,-7.720416,-6.8479886,-4.668684,-5.022902,1
E:/distressdetection/dataset\Actor_14\03-01-05-02-01-01-14.wav,-412.90613,52.427887,-28.589626,-5.5563045,-9.916738,-10.55007,-20.345621,1.1806977,-10.105061,-9.804388,-4.0505366,-3.9238005,-6.970243,1
E:/distressdetection/dataset\Actor_14\03-01-05-02-01-02-14.wav,-425.39676,45.91073,-28.6863,-5.9394946,-11.003021,-11.918347,-21.17058,1.252087,-10.718548,-10.203408,-1.4454273,-2.0023556,-5.615314,1
E:/distressdetection/dataset\Actor_14\03-01-05-02-02-01-14.wav,-407.61267,36.383263,-26.083984,-10.011393,-14.937064,-10.919665,-20.391617,1.4986299,-11.693726,-12.170898,-0.252421,-3.5097537,-1.678469,1
E:/distressdetection/dataset\Actor_14\03-01-05-02-02-02-14.wav,-441.83807,42.00844,-21.299633,-1.4298694,-11.702882,-10.373579,-18.30763,3.556864,-13.491261,-11.803978,-3.344918,-6.2167706,-7.4702644,1
E:/distressdetection/dataset\Actor_14\03-01-06-01-01-01-14.wav,-744.66705,54.15869,-0.40142512,19.561022,3.4543912,5.84006,-9.483125,1.6419653,-12.6078825,-2.4720778,-4.3929615,-4.4929757,-4.4662557,1
E:/distressdetection/dataset\Actor_14\03-01-06-01-01-02-14.wav,-700.0156,54.19821,-8.732887,14.826685,-3.7054548,4.1359067,-9.573526,3.9449723,-12.830865,-1.5893669,-1.7431928,-3.177257,-3.8016117,1
E:/distressdetection/dataset\Actor_14\03-01-06-01-02-01-14.wav,-714.44006,46.36921,3.1328194,13.724387,-1.775289,4.937009,-9.849574,0.7223562,-15.014275,-1.2461426,-3.6874645,-6.913563,-5.37811,1
E:/distressdetection/dataset\Actor_14\03-01-06-01-02-02-14.wav,-673.2973,46.399525,-5.887792,8.79814,0.3826319,3.561972,-12.489608,-2.5247946,-17.740757,-3.269824,-1.1629778,-5.7099237,-5.8532863,1
E:/distressdetection/dataset\Actor_14\03-01-06-02-01-01-14.wav,-460.09604,33.511303,-35.925156,-5.20702,-11.231727,-6.6704164,-18.947876,-1.939228,-10.722459,-14.385493,-0.6395169,-3.1150985,-4.969375,1
E:/distressdetection/dataset\Actor_14\03-01-06-02-01-02-14.wav,-447.3576,31.920568,-32.85078,-4.3399706,-7.76725,-3.0895083,-19.924347,-2.2688193,-8.117994,-13.357086,-0.5899924,-2.0019975,-7.738228,1
E:/distressdetection/dataset\Actor_14\03-01-06-02-02-01-14.wav,-521.87274,33.334152,-26.979877,-2.598815,-10.83876,-5.483819,-19.880278,-2.0627491,-13.693341,-14.032293,-1.5493958,-6.734634,-13.192415,1
E:/distressdetection/dataset\Actor_14\03-01-06-02-02-02-14.wav,-504.58667,34.55746,-31.639624,-4.7425995,-11.167628,-6.3770566,-21.719921,-4.526497,-13.256851,-14.909799,-0.58302206,-3.2818077,-10.479442,1
E:/distressdetection/dataset\Actor_14\03-01-07-01-01-01-14.wav,-604.8104,46.07312,-9.138094,10.465099,-6.2110796,2.960123,-12.492639,-1.2112621,-15.8136835,-4.7473145,-6.1985927,-4.5106387,-3.2796273,0
E:/distressdetection/dataset\Actor_14\03-01-07-01-01-02-14.wav,-679.64386,52.956005,-0.861786,5.048058,-6.740588,0.6533613,-14.481859,-0.43120232,-14.223879,-4.399508,-4.549455,-5.937574,-3.5054145,0
E:/distressdetection/dataset\Actor_14\03-01-07-01-02-01-14.wav,-682.0326,42.182083,1.4682137,13.034567,-8.128888,5.976802,-10.374997,2.976326,-11.283821,-1.3909936,-5.1539392,-5.692413,-3.509358,0
E:/distressdetection/dataset\Actor_14\03-01-07-01-02-02-14.wav,-600.70386,52.258972,-2.8908954,9.503267,-7.4385085,-3.8364604,-14.707506,-0.53598005,-16.238792,-7.7469363,-6.1909113,-7.265545,-7.0271583,0
E:/distressdetection/dataset\Actor_14\03-01-07-02-01-01-14.wav,-546.69196,52.186043,-18.85182,7.9337087,-5.475398,-7.516504,-19.257215,-2.5768943,-18.692198,-10.853339,-3.9427247,-2.3127542,-4.3128796,0
E:/distressdetection/dataset\Actor_14\03-01-07-02-01-02-14.wav,-625.72375,51.18145,-12.161855,10.705048,-7.248704,-0.7429912,-13.6333065,0.36629084,-20.579227,-7.092347,-3.326124,-6.980555,-1.4041415,0
E:/distressdetection/dataset\Actor_14\03-01-07-02-02-01-14.wav,-613.1899,46.361496,-2.801283,13.57235,-6.928201,1.4472076,-14.118576,-1.7538532,-14.73744,-3.670538,-4.146572,-6.181533,-3.6702316,0
E:/distressdetection/dataset\Actor_14\03-01-07-02-02-02-14.wav,-609.594,46.783237,-4.530296,3.7974072,-7.822949,-3.1807446,-16.811096,-0.1416131,-20.392073,-8.24318,-4.488346,-6.671552,-6.6578093,0
E:/distressdetection/dataset\Actor_14\03-01-08-01-01-01-14.wav,-710.78357,48.772247,-2.8655758,5.8728485,-0.8269331,-1.8468429,-11.807064,3.3284917,-12.084663,-0.60520804,-5.4879427,-3.392102,-3.9089947,0
E:/distressdetection/dataset\Actor_14\03-01-08-01-01-02-14.wav,-697.80884,48.78155,-3.7000659,3.683173,-3.2259254,-0.07058956,-13.354688,2.8448877,-10.612618,-0.8849589,-4.6544676,-3.0223022,-3.4353867,0
E:/distressdetection/dataset\Actor_14\03-01-08-01-02-01-14.wav,-692.70294,41.62962,-2.3324797,6.8566804,-2.8768184,0.1972056,-12.430207,-0.007364976,-13.692943,-2.2932494,-3.8554642,-5.704847,-4.8047857,0
E:/distressdetection/dataset\Actor_14\03-01-08-01-02-02-14.wav,-669.2542,44.0373,-3.5720663,3.546434,-3.934079,-1.2044445,-12.074918,-0.77776873,-12.204194,-1.5016711,-4.48546,-4.8020234,-4.6945815,0
E:/distressdetection/dataset\Actor_14\03-01-08-02-01-01-14.wav,-665.8939,53.69266,-1.8158021,3.3846314,-6.8851576,-1.1638923,-13.577339,5.13971,-9.302531,-4.4185843,-5.960267,-2.2079918,-5.4512205,0
E:/distressdetection/dataset\Actor_14\03-01-08-02-01-02-14.wav,-627.05566,53.90377,-10.006621,0.47434157,-7.846047,-2.609977,-16.365953,0.8774325,-13.054741,-6.2783666,-3.6267107,-5.3990407,-7.4609895,0
E:/distressdetection/dataset\Actor_14\03-01-08-02-02-01-14.wav,-618.6074,41.66666,-6.4006567,2.471067,-7.901648,-0.47676998,-16.783922,1.1726751,-14.65372,-4.1174574,-4.919596,-5.4788547,-5.976254,0
